4.5	5	66	60	18	2.943997856	79	101	23.001692	14.238355	2.7623222	6.0017195	6.700931	1.6899111	0.33000058	0.09099031	0	0	1.0000149	72.99801	12.00148	0.07599341	0	75.98887	13.997976	0.1469847	144.9797	1.9998937	0	1.9998937	144.9797	2.4597552	31.00055	98.98468	118.9893	195.01843	127.0073	35.995106	28.996819	133.0204	79.99666	137.01031	120.99363	51.997932	139.00528	228.99762	292.0387	131.99881	120.99363	111.01292	2916.6953	0	146.00793	43.297592	0.026998628	0.15797453	0.6580799	0.19201522	85.004036	85.004036	85.004036	0	0.06400277	215.02397	2.320013	55.004826	49.999485	610.99133	20.001848	0.89990973	0.16200815	0.8849858	0.89990973	0	91.69893	1.4999374
2	3.9	33.81847348	47.2787985	44.83699266	38.873032	49	108	371.00146	265.2084	58.76792	47.054115	6.700931	1.6899111	7.020484	1.4590399	0	0	11.000802	1154.1576	222.97264	1.6850296	0	1671.0162	13.997976	2.7783465	2736.0786	41.996197	0	41.996197	2736.0786	13.559784	181.01276	558.0758	582.0617	878.9426	747.0823	226.00134	190.9886	541.9981	329.00217	679.1003	1059.9733	388.94095	798.96185	1261.159	2259.3347	1635.9613	697.8985	1147.872	1.9998937	0	0	4.199998	0.11601325	0.19998784	0.9230651	0.5910274	82.00008	82.00008	82.00008	0	1.4571651	158.98158	7.610073	247.98738	557.00116	507.945	3.9998012	2.87	0.5250198	3.3325374	18.70299	0	11.290825	2.8801627
3.3	2.7	37.76464276	32.5063701	23.79149779	2.652562621	32	31	51.997932	49.69524	1.4229114	0.87339336	2.399635	10.389371	0.17000008	0.02799635	0	0	1.0000149	23.998045	3.0001352	0.006999225	0	7.000213	0	0.050996296	43.006485	8.999572	0	8.999572	43.006485	0.2599705	1.0000149	5.9997916	5.9997916	13.000965	12.00148	1.0000149	1.0000149	5.9997916	1.0000149	12.00148	5.9997916	5.0005703	11.000802	69.98983	24.997374	8.999572	5.9997916	9.999676	54.006813	0	3.0001352	4.599805	0.017001577	0.026000518	0.09099031	0.04099507	3.0001352	3.0001352	3.0001352	0	0.061004594	5.9997916	0.11998849	5.0005703	11.000802	106.98669	1.0000149	0.03999539	0.026998628	0.03499428	0	0	85.551926	0.18997993
3.4	2.4	35.81457798	29.32843716	20.95703019	2.70119263	30	30	48.000683	46.007824	1.0879104	0.90717393	1.3000101	10.099763	0.12997942	0.020997066	0	0	0	17.000992	1.9998937	0.005000487	0	5.0005703	0	0.037002373	31.00055	7.000213	0	7.000213	31.00055	0.26996553	1.0000149	5.9997916	5.9997916	13.997976	13.000965	1.0000149	1.0000149	7.000213	1.0000149	12.00148	5.9997916	5.0005703	12.00148	73.98957	25.996523	8.999572	5.9997916	11.000802	38.0033	0	1.9998937	3.9998012	0.019001834	0.02799635	0.09099031	0.037002373	0	0	0	0	0.07099395	5.0005703	0.07000633	3.9998012	11.000802	90.00624	0	0.050003715	0.031001687	0.038004167	0	0	86.65832	0.17000008
4.6	5	67.2	60	16.8	3.08338157	75	73	30.00122	11.294453	5.7747297	12.930155	2.799857	3.0001352	0.6899491	0.069009766	0	1.9998937	1.9998937	51.005302	5.9997916	0.006999225	0	7.000213	0	0.13399477	114.01263	20.001848	0	20.001848	114.01263	5.2999988	27.000887	85.992775	88.00489	139.99113	134.00685	30.00122	21.99718	90.00624	1.0000149	105.99464	97.00157	41.996197	123.98392	424.99957	247.98738	86.99301	218.99742	127.0073	1733.9011	0	86.99301	88.00489	0.18099575	0.3619678	1.110172	0.8030717	127.990265	127.990265	127.990265	0	0.06300816	83.99968	2.040144	85.004036	98.98468	608.0544	11.000802	0.29997736	0.20102353	0.5359462	0.89990973	0	89.25762	1.4698672
4.5	5	66	60	18	0.900709629	85	73	17.000992	13.139528	1.4229114	2.4400725	2.799857	3.0001352	0.17000008	0.069009766	0	1.9998937	1.9998937	51.005302	5.9997916	0.006999225	0	7.000213	0	0.13399477	114.01263	20.001848	0	20.001848	114.01263	1.0000149	27.000887	85.992775	88.00489	139.99113	134.00685	30.00122	21.99718	90.00624	8.999572	105.99464	97.00157	41.996197	123.98392	424.99957	247.98738	86.99301	218.99742	127.0073	471.0118	0	23.998045	83.99968	0.03999539	0.03999539	0.399974	0.042997424	71.9966	71.9966	71.9966	0	0.21202035	18.999727	0.43002847	17.000992	31.00055	296.00555	5.0005703	0.7999781	0.034002267	0.08900268	0.19998784	0	94.02561	1.0998687
4.5	4.6	64.44647127	55.41134046	17.8053896	2.750734597	74	73	27.000887	18.146646	2.5108693	6.344754	2.2001946	3.0001352	0.29997736	0.069009766	0	1.9998937	1.9998937	51.005302	5.9997916	0.006999225	0	7.000213	0	0.13399477	114.01263	20.001848	0	20.001848	114.01263	2.600379	27.000887	85.992775	88.00489	139.99113	134.00685	30.00122	21.99718	90.00624	8.999572	105.99464	97.00157	41.996197	123.98392	424.99957	247.98738	86.99301	218.99742	127.0073	20.001848	0	1.0000149	3.9998012	0.15001008	0.07000633	0.6000336	0.23998661	7.000213	7.000213	7.000213	0	0.16101627	13.000965	0.49995255	3.0001352	58.994904	533.01965	3.9998012	1.0998687	0.18997993	0.26199025	0.7999781	0	90.99468	0.89990973
2.5	2.8	32.10454455	33.70081056	32.10454455	8.113775037	42	62	88.99994	82.58164	2.7623222	3.6627114	2.600379	12.231131	0.33000058	0.111986995	1.0000149	1.9998937	1.9998937	101.986465	5.0005703	0.032003943	9.999676	21.99718	0	0.073010586	45.993046	27.000887	0	27.000887	45.993046	1.0900112	8.999572	27.999046	27.999046	67.99529	49.999485	8.001201	8.999572	48.99776	8.999572	46.99369	48.99776	76.996315	39.99484	123.98392	151.9901	38.0033	27.999046	39.99484	63.98985	0	3.0001352	8.70105	0.031001687	0.073010586	0.66510385	0.3670163	20.001848	20.001848	20.001848	0	0.3339582	5.0005703	0.2599705	27.000887	21.99718	358.00574	1.0000149	0.15001008	0.077997684	0.26996553	1.0000149	0	74.8983	0.8200373
2.9	3.3	39.92520661	40.15680542	31.94014015	40.0367003	36	73	351.96213	307.04642	9.711565	35.183414	15.598516	0.7999781	1.1601655	0.2439672	0	3.0001352	5.9997916	208.02585	8.001201	0.14899482	3.0001352	122.008415	0	0.5599241	505.01642	55.004826	0	55.004826	505.01642	9.910128	165.01753	337.02493	362.0536	673.0195	368.98096	190.00949	218.99742	555.92865	283.98996	486.07556	496.01285	222.97264	385.9539	619.0917	2588.173	359.04227	1178.1315	417.95926	21.99718	0	1.0000149	0	0.19102572	0.11400097	4.604241	0.2599705	23.001692	23.001692	23.001692	0	0.28197488	28.996819	2.5004015	79.000694	220.97609	280.0042	8.999572	2.129924	0.4200384	1.3219249	37.699314	0	10.090034	1.110172
4.6	4.8	66.79417184	57.98489534	16.76323103	3.23654296	66	88	28.996819	14.562173	4.1851797	10.246835	15.598516	0.7999781	0.49995255	0.0719953	0	3.0001352	5.9997916	63.98985	8.999572	0.03899381	3.0001352	39.005146	0	0.2760386	106.98669	168.98723	0	168.98723	106.98669	4.199998	43.998653	176.02394	186.0234	301.96005	238.99338	43.998653	48.000683	212.00613	144.00497	215.99318	227.97006	117.999626	174.00005	546.0174	512.04065	144.00497	168.98723	223.97768	1.9998937	0	0	38.705578	0.36998367	0.25002137	2.9202366	0.08498941	58.994904	58.994904	58.994904	0	0.36796325	17.000992	0.81007594	21.002775	37.003403	186.98198	5.9997916	0.399974	0.15899917	0.18199234	0.6000336	0	90.70284	0.49995255
3.1	4.5	48.38416025	53.84631109	34.29445814	6.223192801	62	87	66.99792	46.126213	5.858827	15.003807	2.7000108	0.380008	0.70000964	0.08498941	0	0	0	75.98887	8.999572	0.052008193	0	51.997932	0	0.4069902	146.99622	259.9786	0	259.9786	146.99622	6.1500716	63.98985	257.982	272.9878	441.98624	350.04532	63.98985	69.98983	310.01974	212.00613	315.95154	334.97418	171.99942	255.01575	798.96185	749.96765	212.00613	247.98738	329.00217	3.9998012	0	0	18.79937	0.39005193	0.21498322	1.2198371	0.19102572	131.99881	131.99881	131.99881	0	0.8250638	14.998988	1.9298049	101.00833	100.00745	307.04642	13.000965	0.8901236	0.3559551	0.40804005	0.6000336	0	79.15311	0.9498652
3.2	4.3	48.75717197	51.41693207	32.65245808	5.654110478	65	88	62.006737	41.660275	7.532236	12.806136	2.7000108	0.380008	0.89990973	0.109014295	0	0	0	97.00157	12.00148	0.06699285	0	66.99792	0	0.522996	188.97467	334.00714	0	334.00714	188.97467	5.2491584	55.004826	219.98453	233.00462	377.0085	298.968	55.004826	60.007927	265.03806	181.01276	270.02243	286.0041	146.99622	218.01474	681.94214	639.9183	181.01276	212.00613	280.99536	1.9998937	0	0	21.70238	0.22998172	0.17501602	2.2800987	0.17099169	117.999626	117.999626	117.999626	0	0.74007	43.006485	1.9699111	52.992855	93.995415	307.04642	153.01889	0.49995255	0.31994882	0.36595386	0.6000336	0	81.29193	0.9498652
